,text,V,A,D
7035,"obviously , we ca n't last longer than the rest of the universe .",2.7,2.9,3.2
7036,all we 're doing is existing .,3.0,3.1,3.1
7037,we are n't special .,2.62,3.0,2.75
7038,"again , bleak ,",2.2,3.4,2.7
7039,"again , bleak , commented zheng .",2.6,3.1,3.0
7040,adrienne gestured for him to be quiet .,2.7,3.2,2.6
7041,"she leaned forward , setting her elbows on the foot stool in front of her .",3.0,2.88,2.88
7042,"you never know when it will end ,",2.89,2.89,2.89
7043,"you ca n't hold on forever , even if you do n't ever , ever want to forget .",2.57,3.14,3.43
7044,how long until the memories slip away ?,2.4,3.0,2.4
7045,"how long until all you remember is this , the ship , the thick red carpeting , the chandeliers , the empty conversations you hold with the other shells who used to be people ?",2.6,2.9,2.9
7046,i wondered how long ray had been on this ship .,3.1,3.1,3.0
7047,"i wondered why , if he had such an unpropitious outlook , he had n't tried to change his situation .",2.62,3.12,2.75
7048,"i wanted to ask , but he was still talking , and i was too self-conscious to interrupt .",2.9,3.2,2.4
7049,"you can try to hold on ,",2.8,3.3,3.1
7050,"you can try to hold on , said ray .",2.7,3.3,2.7
7051,you can try and try and try .,2.9,3.0,3.3
7052,"repeat stories to yourself in the artificial night , sketch faces in your mind .",3.0,3.1,3.1
7053,"but words , if you repeat them enough times , lose their meaning .",2.7,2.7,2.9
7054,"my wife 's name , once .",2.88,2.75,3.12
7055,"repeat it enough times , it 's just a sound .",2.8,2.8,3.0
7056,these signals were the heralds of my saviors .,3.3,3.2,3.2
7057,no longer grounded .,3.75,3.25,3.62
7058,"ray , he said , if we last forever , if our eyes are the last eyes watching as the stars blink out , it wo n't mean a thing to us .",3.1,3.1,2.8
7059,"if we last forever , if our eyes are the last eyes watching as the stars blink out , it wo n't mean a thing to us . we wo n't care that we 're last and we wo n't care that there are no more stars . we are n't angels . we 're just dumb and lucky .",3.1,2.7,3.1
7060,"pure dumb luck ,",2.7,3.2,2.9
7061,"pure dumb luck , he said .",3.0,3.3,2.8
7062,"struck a nerve , huh ?",2.7,3.2,3.1
7063,said zheng .,2.88,2.75,3.12
7064,"sorry ,",2.43,2.86,2.86
7065,"sorry , said ray .",2.7,2.9,2.9
7066,how long ago was that ?,3.0,2.62,2.75
7067,asked adrienne .,3.0,2.38,3.0
7068,"leaving your wife , i mean .",2.56,3.11,2.89
7069,"leaving your wife , i mean . traveling on this ship .",2.89,2.67,2.78
7070,the first words they said to me meant nothing .,2.7,2.9,2.9
7071,"i do n't know ,",2.5,3.1,2.8
7072,"i do n't know , he said .",2.86,2.71,3.0
7073,we were all quiet for a moment .,2.73,2.55,2.55
7074,we let him go .,3.2,2.8,3.4
7075,silent .,2.9,2.2,2.9
7076,self-conscious .,2.6,2.6,2.4
7077,"more excuses were made , and after a few moments , only adrienne and i were left sitting in the ballroom .",2.72,3.28,2.86
7078,she looked across the circle of couches at me .,3.0,3.12,3.0
7079,she asked me .,3.1,3.1,3.1
7080,i shrugged .,2.5,3.0,2.9
7081,how long have you been here ?,3.0,2.9,3.0
7082,i was n't listening ; i did n't care ; i was going to live ; i was going to keep breathing .,3.2,3.2,3.3
7083,"not that long ,",3.0,3.12,3.12
7084,"not that long , i said .",3.0,3.1,3.1
7085,"a couple weeks , i guess . maybe a month or two .",3.0,2.9,2.9
7086,why do n't you know for sure ?,2.67,3.22,3.0
7087,she asked .,3.0,2.88,2.88
7088,i shrugged .,2.9,3.0,3.0
7089,i had n't been counting days .,2.9,2.9,2.9
7090,what did you do before this ?,3.0,2.9,3.0
7091,what did you do before this ? how were you found ?,3.0,3.0,3.2
7092,how were you found ?,3.2,3.3,3.2
7093,i was an engineer .,3.09,2.73,3.09
7094,"i explained how my ship had malfunctioned , no warning at all .",2.88,3.0,3.0
7095,"the explosions , the impossible rescue .",2.7,3.2,2.8
7096,she nodded .,3.14,2.86,3.0
7097,"the ship i was on , i guess that 's what happened , too .",3.0,3.0,3.25
7098,"the ship i was on , i guess that 's what happened , too . some vital part broke , and ... well , boom . it was all so fast .",2.8,3.3,2.7
7099,"some vital part broke , and ...",2.3,3.3,2.5
7100,"well , boom .",2.9,3.0,3.2
7101,it was all so fast .,3.0,3.37,2.75
7102,"i 'm going to figure it out ,",3.11,3.0,3.44
7103,how and why this ship exists .,2.9,3.0,3.0
7104,"how and why this ship exists . i 'll figure it out , then i 'm going to find a way home .",3.0,3.1,3.4
7105,"i paced my room that night , unable to sleep .",2.1,3.4,2.6
7106,"next to those , nothing else mattered .",2.82,2.82,3.09
7107,"worse , adrienne had made this clear to me with a single question .",2.7,3.0,2.7
7108,fact : adrienne intimidated me .,2.0,3.67,2.22
7109,fact : it 's too easy to fall into patterns .,2.9,2.7,2.8
7110,i resolved to break the pattern .,3.14,3.0,3.29
7111,"another evening , another chandeliered room , another swirl of conversations and dances and hor d'oevres .",3.3,3.3,3.1
7112,has anyone ever left ?,3.0,3.0,3.0
7113,adrienne looked at each of us in turn .,3.0,3.27,2.82
7114,ray exchanged a glance with zheng .,3.0,3.0,3.1
7115,sarah frowned .,2.6,3.0,3.0
7116,"now that you mention it , i have n't seen alexis in days .",2.3,2.8,2.7
7117,"now that you mention it , i have n't seen alexis in days . i assumed he was indisposed .",2.75,3.0,2.75
7118,i assumed he was indisposed .,2.88,2.75,3.0
7119,kishori nodded in agreement .,3.18,2.73,2.82
7120,"after the first whoosh of the air being sucked away , there was lightning , but no thunder .",2.9,3.2,2.8
7121,i looked at ray and raised an eyebrow .,2.9,3.1,3.2
7122,what ?,2.88,3.13,3.12
7123,"well ,",3.0,3.12,3.0
7124,"well , ray said , slowly , people do leave .",2.6,2.9,2.9
7125,people do leave . the approximate number of people at any given event is always the same . but we see new faces .,2.82,2.82,2.63
7126,the approximate number of people at any given event is always the same .,3.0,2.67,3.0
7127,fact : sound is a vibration .,2.9,2.9,3.2
7128,you 're sure it 's not just some people being indisposed ?,2.8,2.8,2.9
7129,"asked adrienne , using sarah 's phrasing .",3.0,2.6,2.9
7130,"keep adding people long enough , regardless , you get more overall .",2.86,2.71,3.43
7131,"a couple people staying in their rooms , even if you switch out the people , wo n't make a difference .",2.8,2.9,3.0
7132,"he dropped the pecans back into the dish , one by one .",3.0,2.6,2.8
7133,so where do they go ?,3.0,2.8,2.9
7134,adrienne focused on zheng .,2.88,2.75,3.0
7135,i cut in .,2.86,3.0,3.57
7136,"maybe a better question is , does anyone ever come back ?",3.0,3.0,2.71
7137,kishori chewed her lip .,3.0,3.17,3.0
7138,sarah shrugged and sipped at her drink .,2.8,2.9,2.9
7139,"after a moment , ray said , i do n't think so .",2.75,3.0,2.88
7140,are there patterns ?,3.0,3.14,3.14
7141,adrienne asked .,3.0,2.55,2.91
7142,who leaves ?,2.9,3.1,2.8
7143,"again , there was an uncomfortable moment of silence .",2.36,2.91,2.64
7144,i hazarded a guess .,3.0,3.0,3.0
7145,"you do n't notice , do you .",2.8,3.2,3.2
7146,of course we notice .,3.0,3.4,3.3
7147,"but ... well , no one important ever disappears , so it does n't really matter , does it .",3.0,2.9,3.1
7148,"i could tell she was trying to remember whom she had known who had left , and failing .",2.6,3.0,2.8
7149,no one offered a different answer .,3.0,2.9,3.0
7150,i looked at adrienne .,3.0,2.88,2.88
7151,mission accomplished : our routine insouciance had been disrupted .,3.43,3.43,3.71
7152,( i reserved the right to revise this opinion later . ),3.0,2.7,3.3
7153,how long have you been here ?,2.9,2.7,2.9
7154,"the question , previously posed to me , was presented to the rest of our group ( excluding ray ; adrienne had been tactful enough to wait until he had gone for a refill , recalling the last time the subject was broached ) .",2.75,3.12,2.88
7155,"sarah , she tilted her head and tapped a finger on the side of her wine glass .",3.12,2.88,2.88
7156,a long time .,3.0,3.0,2.9
7157,"got to be months and months , at least .",3.0,2.44,3.11
7158,"you were here before i was ,",3.0,2.9,3.5
7159,"you were here before i was , said kishori , and so was tiffany .",3.1,3.1,3.4
7160,"when i was done mentally exclaiming over my impossible rescue , i looked around .",2.7,3.5,2.8
7161,i looked at zheng ; he shrugged .,2.9,2.8,3.0
7162,time passes in a weird way here .,3.0,2.6,3.0
7163,time passes in a weird way here . i kept track for a whilethirty-eight daysbut after that ... i guess i did n't see the point .,2.8,3.0,3.0
7164,i kept track for a whilethirty-eight daysbut after that ...,2.9,3.0,3.0
7165,i guess i did n't see the point .,2.6,2.9,3.1
7166,fact : some places are timeless .,3.1,3.3,3.0
7167,asked adrienne .,3.0,2.9,3.1
7168,"days do n't matter ,",3.0,2.9,3.0
7169,"days do n't matter , he said .",2.4,2.9,3.0
7170,"tiffany nodded , but kishori spoke before the other woman could .",2.89,3.0,3.44
7171,she asked adrienne .,3.0,2.7,3.0
7172,adrienne met her gaze .,3.12,2.87,3.12
7173,"but we 're not here forever ,",3.0,3.0,3.0
7174,"but we 're not here forever , objected sarah .",2.87,3.0,3.12
7175,remember ?,3.1,3.0,2.9
7176,"disappeared , i corrected her .",2.9,2.9,3.2
7177,we do n't know how or why he left .,2.3,2.9,2.6
7178,we do n't know how or why he left . or where he went .,2.7,3.0,3.0
7179,or where he went .,3.0,2.78,3.0
7180,zheng looked thoughtful .,3.14,2.86,3.0
7181,"the ship , it was odd and old , either so outdated or so heavily modified that i could n't tell what make it was , and somehow , the crew standing around me fit the same description , a singularly atypical amalgamation of folk .",2.78,2.89,2.78
7182,"he picked up his glass , swirled the liquid around , took a sip , then set the glass back down .",3.0,2.9,3.0
7183,he glanced around at the rest of us .,2.9,3.3,2.9
7184,do you want to leave ?,3.0,3.2,3.3
7185,could you live anywhere else now ?,2.8,3.2,3.2
7186,i spoke up .,3.22,3.22,3.78
7187,"yes ,",3.3,3.0,3.1
7188,"yes , i said .",3.29,3.14,3.14
7189,"i would n't miss this , much .",2.8,3.3,3.0
7190,no one else said anything .,2.82,2.55,3.09
7191,i watched adrienne 's eyes move from one face to the next .,2.8,3.2,2.7
7192,"zheng , he addressed me again , leaning forward with his elbows on his knees and an intense , steady gaze .",2.9,3.1,2.9
7193,"you think that ,",3.0,3.0,3.0
7194,"you think that , he said , but is it true ?",3.0,3.0,3.2
7195,"but is it true ? would you be happy back in a normal life , working and living and crying in the drudgery of whatever the hell normal is these days ?",2.67,3.11,3.22
7196,fact : it 's too easy to fall into patterns .,2.86,2.86,2.71
7197,fact : i was n't sure i wanted the dream stage to end .,3.0,2.78,3.22
7198,my quarters felt stifling .,2.22,3.11,2.78
7199,asphyxiating my mind .,2.6,3.2,3.0
7200,"i sat sideways in the armchair , feet dangling over one arm , neck resting against the other , absently tracing invisible lines between the stars outside my window as i ruminated on the situation .",2.9,3.1,3.0
7201,"there was a schedule advertising upcoming on-ship events , such as dance classes , craft sessions , and discussion groups , and a list of dinner invitations for me to respond to .",3.1,2.9,3.1
7202,"a menu of display options , allowing me to customize all the lightscreen 's superficial characteristics .",2.9,2.5,3.1
7203,a simple contact system for communicating with other people on the ship .,2.9,2.5,3.3
7204,that was all .,3.0,2.9,3.0
7205,"a methodical search of my two adjoining rooms , the ample closet space , and the attached bathroom facility had similarly provided no fodder .",2.7,2.8,3.1
7206,i was discouraged and frustrated .,2.2,3.6,2.6
7207,i wanted to prove to adrienne that i wanted solve the ship 's mystery just as much as she did .,3.12,3.5,3.5
7208,"i wanted to find something , anything , that would prove all this was normal and sane .",2.86,3.14,3.43
7209,"and me , i guess i was one more piece in their puzzle .",2.8,3.0,2.6
7210,i did n't want to think about disappearances and time and purposes and consequences .,2.67,2.67,3.33
7211,"in one hand i balanced my plate of star-shaped crackers , globs of elegant dips and garnishes , little rolled balls of meats and cheeses stabbed through with spears of some pale green plant , and an array of other delectable , bite-sized items .",3.4,3.1,3.3
7212,my other hand pointedly steered adrienne to a small table against a wall .,3.1,3.1,3.4
7213,"she glared at me , but obediently let me pull her along .",3.0,3.18,3.09
